S No., Constraints, Programs, Extracted Programs, Exec. Time
1860,( or ( >= ( f x y ) x ) ( <= ( + y ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1946874
1861,( and ( >= ( f x y ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1319873
1862,( and ( >= ( f x y ) ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1203001
1863,( or ( <= y ( f x y ) ) ( > ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1246700
1864,( and ( = ( - ( f x y ) ( - ( f x y ) ( - ( f x y ) ( - ( f x y ) x ) ) ) ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1343309
1865,( or ( > x ( f x y ) ) ( = ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1794781
1866,( and ( < ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( >= ( f x y ) ( f x y ) ) ),Timeout,Timeout,1315125
1867,( or ( <= y ( f x y ) ) ( > ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1170374
1868,( or ( >= ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( <= ( f x y ) ( + ( + ( f x y ) ( + ( f x y ) ( + ( - ( f x y ) y ) ( f x y ) ) ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (- y y)),((- y y)),1157706
1869,( and ( < ( f x y ) ( - ( f x y ) ( + ( + y ( f x y ) ) ( f x y ) ) ) ) ( > ( + ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( f x y ) ) ),unknown,unknown,1329593
1870,( and ( < y ( f x y ) ) ( <= ( + ( f x y ) x ) ( f x y ) ) ),Timeout,Timeout,1852459
1871,( or ( < ( + y ( f x y ) ) ( f x y ) ) ( < ( f x y ) ( + y ( f x y ) ) ) ),unknown,unknown,1207293
1872,( or ( <= ( f x y ) ( f x y ) ) ( < ( - ( + ( f x y ) y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1136229
1873,( and ( > ( f x y ) ( f x y ) ) ( = y ( f x y ) ) ),unknown,unknown,1139580
1874,( or ( > ( f x y ) ( + x ( f x y ) ) ) ( <= ( - ( - ( f x y ) y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- x y)),((- x y)),1386879
1875,( or ( > ( f x y ) ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1752194
1876,( or ( <= ( f x y ) ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1247542
1877,( or ( < ( f x y ) x ) ( = ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int 0),(0),1209129
1878,( or ( > ( f x y ) ( - ( f x y ) ( + ( - ( f x y ) y ) ( f x y ) ) ) ) ( >= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1218716
1879,( and ( <= ( f x y ) ( + x ( f x y ) ) ) ( < ( f x y ) ( + ( - y ( f x y ) ) ( f x y ) ) ) ),unknown,unknown,1501633
1880,( or ( >= x ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1729738
1881,( and ( <= ( f x y ) ( f x y ) ) ( < ( f x y ) ( - ( f x y ) y ) ) ),unknown,unknown,1205329
1882,( or ( < ( f x y ) y ) ( > ( f x y ) y ) ),Timeout,Timeout,1275614
1883,( or ( >= ( f x y ) ( f x y ) ) ( > ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1185800
1884,( and ( = ( f x y ) ( f x y ) ) ( <= ( + ( + x ( f x y ) ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1812982
1885,( and ( < ( f x y ) ( f x y ) ) ( = x ( f x y ) ) ),unknown,unknown,1649745
1886,( or ( >= ( f x y ) ( - ( f x y ) y ) ) ( >= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1221129
1887,( and ( >= ( f x y ) ( - y ( f x y ) ) ) ( > x ( f x y ) ) ),unknown,unknown,1186004
1888,( and ( > ( f x y ) ( + y ( f x y ) ) ) ( >= ( + ( - ( - x ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1269511
1889,( or ( < ( f x y ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),2143762
1890,( or ( > ( f x y ) ( - ( f x y ) x ) ) ( = x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1588291
1891,( or ( < ( + ( + ( f x y ) x ) ( f x y ) ) ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1201621
1892,( and ( <= ( f x y ) y ) ( <= ( f x y ) x ) ),Timeout,Timeout,1370581
1893,( or ( <= ( f x y ) ( - ( f x y ) x ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1758114
1894,( or ( < ( + y ( f x y ) ) ( f x y ) ) ( <= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1734510
1895,( or ( <= ( f x y ) ( f x y ) ) ( = ( f x y ) ( - x ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1204746
1896,( and ( < ( - ( - y ( f x y ) ) ( f x y ) ) ( f x y ) ) ( >= y ( f x y ) ) ),unknown,unknown,1149308
1897,( and ( <= ( f x y ) ( f x y ) ) ( = ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1166425
1898,( or ( <= ( f x y ) y ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1459127
1899,( or ( >= y ( f x y ) ) ( >= ( - ( f x y ) y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1708392
1900,( or ( >= x ( f x y ) ) ( > y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1197590
1901,( or ( >= ( f x y ) ( f x y ) ) ( < x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1125184
1902,( and ( >= ( f x y ) ( f x y ) ) ( > x ( f x y ) ) ),Timeout,Timeout,1230938
1903,( and ( = ( f x y ) x ) ( >= ( f x y ) y ) ),unknown,unknown,1456587
1904,( and ( >= ( f x y ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1772550
1905,( or ( >= ( + ( f x y ) y ) ( f x y ) ) ( >= ( - ( + y ( f x y ) ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1196053
1906,( and ( <= ( f x y ) y ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1145275
1907,( or ( = ( - x ( f x y ) ) ( f x y ) ) ( <= ( - y ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1201425
1908,( or ( = ( f x y ) y ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1412610
1909,( and ( >= ( f x y ) ( f x y ) ) ( > ( f x y ) ( + ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ),Timeout,Timeout,1784970
1910,( and ( < ( - ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( f x y ) ) ( <= x ( f x y ) ) ),Timeout,Timeout,1258745
1911,( and ( > y ( f x y ) ) ( >= y ( f x y ) ) ),Timeout,Timeout,1202468
1912,( and ( <= ( f x y ) ( + ( - ( f x y ) ( + ( f x y ) x ) ) ( f x y ) ) ) ( >= ( f x y ) ( f x y ) ) ),unknown,unknown,1148297
1913,( or ( >= ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1619297
1914,( or ( > ( f x y ) y ) ( = ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (* x 0)),((* x 0)),1693213
1915,( or ( > ( f x y ) ( - y ( f x y ) ) ) ( > ( f x y ) ( + ( - ( f x y ) ( + ( f x y ) ( + ( f x y ) y ) ) ) ( f x y ) ) ) ),Timeout,Timeout,1250794
1916,( or ( > ( - y ( f x y ) ) ( f x y ) ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1205280
1917,( or ( < ( + ( + ( f x y ) ( + ( f x y ) ( + y ( f x y ) ) ) ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( + ( + ( f x y ) ( + ( + x ( f x y ) ) ( f x y ) ) ) ( f x y ) ) ) ),Timeout,Timeout,1208030
1918,( and ( < ( f x y ) x ) ( < ( f x y ) ( + ( f x y ) ( - ( + y ( f x y ) ) ( f x y ) ) ) ) ),unknown,unknown,1817964
1919,( and ( > ( f x y ) x ) ( >= ( f x y ) y ) ),Timeout,Timeout,1645689
1920,( or ( < ( f x y ) y ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1134514
1921,( and ( >= ( + ( f x y ) y ) ( f x y ) ) ( = ( + y ( f x y ) ) ( f x y ) ) ),unknown,unknown,1135475
1922,( or ( <= y ( f x y ) ) ( = ( + ( f x y ) y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1174344
1923,( and ( >= x ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1875054
1924,( and ( <= ( f x y ) ( + ( f x y ) ( + ( f x y ) ( - ( f x y ) ( - ( - ( - ( f x y ) x ) ( f x y ) ) ( f x y ) ) ) ) ) ) ( <= x ( f x y ) ) ),Timeout,Timeout,1561649
1925,( or ( < x ( f x y ) ) ( = ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),Timeout,Timeout,1205599
1926,( and ( <= ( f x y ) ( - y ( f x y ) ) ) ( > ( f x y ) ( - ( f x y ) x ) ) ),unknown,unknown,1136056
1927,( and ( < ( f x y ) x ) ( >= ( f x y ) x ) ),unknown,unknown,1143984
1928,( and ( > ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( <= ( f x y ) ( f x y ) ) ),Timeout,Timeout,2011674
1929,( or ( < y ( f x y ) ) ( < ( f x y ) x ) ),Timeout,Timeout,1458196
1930,( and ( <= ( f x y ) ( - x ( f x y ) ) ) ( < ( f x y ) ( + x ( f x y ) ) ) ),unknown,unknown,1171523
1931,( and ( >= y ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1127189
1932,( and ( >= ( f x y ) ( f x y ) ) ( < y ( f x y ) ) ),Timeout,Timeout,1199797
1933,( or ( < y ( f x y ) ) ( > ( f x y ) x ) ),Timeout,Timeout,1976086
1934,( and ( <= ( f x y ) x ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1306270
1935,( and ( <= ( f x y ) x ) ( > ( f x y ) x ) ),unknown,unknown,1152865
1936,( and ( > y ( f x y ) ) ( >= ( f x y ) x ) ),unknown,unknown,1145713
1937,( and ( > x ( f x y ) ) ( > ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1255479
1938,( and ( >= y ( f x y ) ) ( = ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1864403
1939,( and ( = ( f x y ) x ) ( > ( f x y ) ( + ( - y ( f x y ) ) ( f x y ) ) ) ),unknown,unknown,1328315
1940,( or ( >= ( - ( f x y ) y ) ( f x y ) ) ( < x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (+ x y)),((+ x y)),1291251
1941,( and ( >= ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1257615
1942,( and ( >= x ( f x y ) ) ( > ( + ( f x y ) x ) ( f x y ) ) ),unknown,unknown,1811754
1943,( or ( < ( f x y ) ( + ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ( = ( f x y ) ( - ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ),(define-fun f ((x Int) (y Int)) Int (* x 0)),((* x 0)),1762686
1944,( or ( < ( - y ( f x y ) ) ( f x y ) ) ( >= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (* x 0)),((* x 0)),1206964
1945,( or ( = ( + ( f x y ) ( + ( + ( - ( f x y ) y ) ( f x y ) ) ( f x y ) ) ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1191756
1946,( or ( = y ( f x y ) ) ( > x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1211549
1947,( and ( > y ( f x y ) ) ( < ( f x y ) x ) ),Timeout,Timeout,2358199
1948,( or ( <= ( - ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1526973
1949,( or ( > ( + x ( f x y ) ) ( f x y ) ) ( = ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1149655
1950,( and ( > y ( f x y ) ) ( > ( - ( f x y ) ( + y ( f x y ) ) ) ( f x y ) ) ),Timeout,Timeout,1227647
1951,( or ( >= ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( >= ( + y ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1226924
1952,( or ( = ( f x y ) ( - ( f x y ) ( - ( f x y ) ( - ( f x y ) ( f x y ) ) ) ) ) ( >= ( f x y ) ( + x ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (- x x)),((- x x)),2236994
1953,( and ( > ( f x y ) ( + ( f x y ) x ) ) ( = ( f x y ) x ) ),unknown,unknown,1350402
1954,( and ( > ( f x y ) x ) ( <= ( f x y ) ( f x y ) ) ),Timeout,Timeout,1288862
1955,( or ( < y ( f x y ) ) ( <= ( f x y ) ( - ( + ( f x y ) y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1133485
1956,( or ( > y ( f x y ) ) ( = ( f x y ) ( - ( f x y ) x ) ) ),Timeout,Timeout,1506942
1957,( or ( <= x ( f x y ) ) ( <= ( f x y ) ( - ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1912439
1958,( and ( <= x ( f x y ) ) ( = ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),unknown,unknown,1262408
1959,( or ( <= ( f x y ) ( - ( f x y ) y ) ) ( >= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1149879
1960,( or ( >= ( f x y ) ( f x y ) ) ( < ( - x ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1127534
1961,( or ( = ( - ( f x y ) ( - y ( f x y ) ) ) ( f x y ) ) ( <= ( f x y ) ( - ( f x y ) y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1321436
1962,( or ( >= ( f x y ) x ) ( > y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1781929
1963,( or ( = ( f x y ) ( + y ( f x y ) ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1250624
1964,( or ( < ( f x y ) ( - ( + ( f x y ) x ) ( f x y ) ) ) ( = ( f x y ) ( - ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ),Timeout,Timeout,1238909
1965,( or ( <= ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1159186
1966,( and ( <= ( f x y ) x ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1458544
1967,( or ( < ( f x y ) ( f x y ) ) ( > ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),Timeout,Timeout,1802935
1968,( and ( <= ( f x y ) x ) ( >= ( + ( f x y ) ( - ( f x y ) x ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1239156
1969,( or ( = ( + ( - ( f x y ) x ) ( f x y ) ) ( f x y ) ) ( > ( - ( f x y ) ( - y ( f x y ) ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1237909
1970,( or ( = ( - ( f x y ) y ) ( f x y ) ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1193723
1971,( or ( <= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( < ( f x y ) x ) ),Timeout,Timeout,1920484
1972,( or ( <= ( f x y ) ( - ( + ( f x y ) ( + ( f x y ) ( - y ( f x y ) ) ) ) ( f x y ) ) ) ( >= ( f x y ) ( - ( - ( - x ( f x y ) ) ( f x y ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1767756
1973,( and ( <= ( + ( - y ( f x y ) ) ( f x y ) ) ( f x y ) ) ( < ( - ( - ( f x y ) ( - ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1182126
1974,( and ( <= ( f x y ) x ) ( <= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1256065
1975,( or ( < x ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1230295
1976,( or ( < ( f x y ) ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),2021094
1977,( or ( = ( f x y ) ( f x y ) ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1486305
1978,( and ( = y ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1211495
1979,( or ( <= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( < ( f x y ) ( + ( f x y ) ( + ( f x y ) y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1225776
1980,( or ( >= ( - ( f x y ) x ) ( f x y ) ) ( >= ( f x y ) ( + ( f x y ) x ) ) ),unknown,unknown,1187509
1981,( and ( < ( + ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( > ( f x y ) ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ) ),unknown,unknown,2064826
1982,( and ( < ( f x y ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),unknown,unknown,1357434
1983,( or ( = ( f x y ) y ) ( >= ( - ( f x y ) y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1164960
1984,( or ( >= y ( f x y ) ) ( <= ( f x y ) ( + ( - y ( f x y ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1197949
1985,( and ( >= ( f x y ) ( f x y ) ) ( = ( f x y ) ( - ( - ( f x y ) y ) ( f x y ) ) ) ),Timeout,Timeout,1340455
1986,( and ( > ( f x y ) y ) ( <= ( f x y ) y ) ),unknown,unknown,1884942
1987,( or ( >= ( f x y ) x ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1350776
1988,( and ( >= ( f x y ) ( f x y ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1192443
1989,( or ( > ( f x y ) x ) ( > ( f x y ) ( - ( + ( f x y ) x ) ( f x y ) ) ) ),Timeout,Timeout,1241389
1990,( and ( >= ( f x y ) ( f x y ) ) ( <= ( + ( + ( - ( - ( f x y ) ( - ( f x y ) y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1648945
1991,( or ( <= ( + x ( f x y ) ) ( f x y ) ) ( = x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1805601
1992,( or ( > ( f x y ) ( + y ( f x y ) ) ) ( <= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1241438
1993,( or ( >= ( f x y ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1189539
1994,( or ( < ( f x y ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1168509
1995,( and ( >= ( f x y ) x ) ( = y ( f x y ) ) ),unknown,unknown,1978504
1996,( and ( < ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( = ( f x y ) y ) ),unknown,unknown,1742271
1997,( and ( < ( f x y ) ( + ( f x y ) y ) ) ( = ( f x y ) ( + x ( f x y ) ) ) ),unknown,unknown,1200572
1998,( or ( > ( f x y ) ( f x y ) ) ( < ( f x y ) ( - y ( f x y ) ) ) ),Timeout,Timeout,1295117
1999,( or ( > y ( f x y ) ) ( = ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1301535
2000,( or ( >= ( + ( f x y ) y ) ( f x y ) ) ( > ( f x y ) ( - ( + ( f x y ) x ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (- x y)),((- x y)),2106649
2001,( and ( <= ( f x y ) x ) ( > ( f x y ) x ) ),unknown,unknown,1323316
2002,( and ( = ( f x y ) x ) ( >= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1264277
2003,( or ( < ( f x y ) x ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1203665
2004,( or ( <= x ( f x y ) ) ( = ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1419004
2005,( and ( < ( f x y ) x ) ( > ( f x y ) x ) ),unknown,unknown,1880670
2006,( or ( = ( f x y ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1265618
2007,( and ( < ( f x y ) x ) ( < ( f x y ) ( + ( f x y ) y ) ) ),unknown,unknown,1151919
2008,( or ( = ( - ( f x y ) x ) ( f x y ) ) ( < ( + ( f x y ) x ) ( f x y ) ) ),unknown,unknown,1200532
2009,( or ( < ( f x y ) ( f x y ) ) ( > ( f x y ) x ) ),Timeout,Timeout,1437165
2010,( and ( = y ( f x y ) ) ( >= ( + ( f x y ) ( - ( f x y ) ( - ( f x y ) ( - ( + ( f x y ) ( + ( + ( - x ( f x y ) ) ( f x y ) ) ( f x y ) ) ) ( f x y ) ) ) ) ) ( f x y ) ) ),unknown,unknown,1852700
2011,( or ( >= y ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1272972
2012,( or ( >= ( f x y ) ( - ( + ( - ( + ( f x y ) ( + y ( f x y ) ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ) ( = ( f x y ) ( - ( f x y ) ( - ( f x y ) x ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1170911
2013,( or ( <= ( f x y ) y ) ( >= ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1187788
2014,( and ( >= ( f x y ) y ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1704863
2015,( or ( > x ( f x y ) ) ( = ( f x y ) ( + x ( f x y ) ) ) ),Timeout,Timeout,1874276
2016,( or ( > ( f x y ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1160775
2017,( or ( = ( f x y ) y ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1131731
2018,( or ( = y ( f x y ) ) ( = ( f x y ) ( - ( f x y ) ( + ( f x y ) ( + ( f x y ) ( - y ( f x y ) ) ) ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1246061
2019,( or ( > ( f x y ) ( - y ( f x y ) ) ) ( < ( f x y ) ( - ( - ( f x y ) y ) ( f x y ) ) ) ),Timeout,Timeout,2091909
2020,( or ( = y ( f x y ) ) ( >= ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1622251
2021,( or ( >= ( f x y ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1140048
2022,( or ( >= x ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1142299
2023,( and ( < ( f x y ) ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1142355
2024,( or ( > x ( f x y ) ) ( < ( + ( f x y ) y ) ( f x y ) ) ),Timeout,Timeout,2017217
2025,( or ( > ( f x y ) ( f x y ) ) ( = x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1291235
2026,( or ( <= x ( f x y ) ) ( >= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1137390
2027,( and ( = y ( f x y ) ) ( > ( + ( f x y ) y ) ( f x y ) ) ),unknown,unknown,1168251
2028,( or ( > ( + ( f x y ) y ) ( f x y ) ) ( >= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1155047
2029,( or ( >= ( - y ( f x y ) ) ( f x y ) ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1941864
2030,( or ( = y ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1355926
2031,( or ( < ( f x y ) x ) ( > ( f x y ) ( f x y ) ) ),Timeout,Timeout,1215113
2032,( or ( < ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1144638
2033,( or ( > ( f x y ) ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1148113
2034,( or ( = ( - ( f x y ) x ) ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1904724
2035,( or ( = ( f x y ) x ) ( > x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1368207
2036,( or ( < ( f x y ) ( f x y ) ) ( < ( + x ( f x y ) ) ( f x y ) ) ),unknown,unknown,1237279
2037,( and ( < ( + x ( f x y ) ) ( f x y ) ) ( >= y ( f x y ) ) ),unknown,unknown,1219478
2038,( and ( >= ( f x y ) ( f x y ) ) ( >= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1374548
2039,( and ( <= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- y y)),((- y y)),1906123
2040,( or ( >= ( + ( f x y ) y ) ( f x y ) ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1279293
2041,( or ( < ( f x y ) ( f x y ) ) ( < ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),Timeout,Timeout,1248133
2042,( or ( >= ( + ( + ( + ( f x y ) y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( < ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int (+ y y)),((+ y y)),1198099
2043,( or ( < ( f x y ) y ) ( >= ( f x y ) ( + ( + ( + ( - ( + x ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ) ),Timeout,Timeout,1562532
2044,( or ( >= ( f x y ) x ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1835142
